cross	sample	source_code	run_accession	fastq_ftp_end1	fastq_ftp_end2
7G8xGB4	PG0078-CW	QF5	ERR045638	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045638/ERR045638_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045638/ERR045638_2.fastq.gz
7G8xGB4	PG0079-C	JF6	ERR027102	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027102/ERR027102_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027102/ERR027102_2.fastq.gz
7G8xGB4	PG0079-CW	JF6	ERR045637	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045637/ERR045637_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045637/ERR045637_2.fastq.gz
7G8xGB4	PG0080-C	TF1	ERR027103	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027103/ERR027103_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027103/ERR027103_2.fastq.gz
7G8xGB4	PG0081-CW	DEV_18_05_11	ERR045633	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045633/ERR045633_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045633/ERR045633_2.fastq.gz
7G8xGB4	PG0082-C	WC4	ERR029093	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029093/ERR029093_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029093/ERR029093_2.fastq.gz
7G8xGB4	PG0083-C	7G8_NIH	ERR027099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027099/ERR027099_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027099/ERR027099_2.fastq.gz
7G8xGB4	PG0084-C	GB4_NIH	ERR027100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027100/ERR027100_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027100/ERR027100_2.fastq.gz
7G8xGB4	PG0087-C	JB8	ERR029091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029091/ERR029091_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029091/ERR029091_2.fastq.gz
7G8xGB4	PG0088-C	KH7	ERR027111	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027111/ERR027111_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027111/ERR027111_2.fastq.gz
7G8xGB4	PG0090-C	KC2	ERR027116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027116/ERR027116_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027116/ERR027116_2.fastq.gz
7G8xGB4	PG0091-C	KA6	ERR027117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027117/ERR027117_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027117/ERR027117_2.fastq.gz
7G8xGB4	PG0093-C	XB3	ERR029105	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029105/ERR029105_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029105/ERR029105_2.fastq.gz
7G8xGB4	PG0094-C	D2	ERR027106	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027106/ERR027106_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027106/ERR027106_2.fastq.gz
7G8xGB4	PG0094-CW	D2_18_05_11	ERR045632	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045632/ERR045632_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045632/ERR045632_2.fastq.gz
7G8xGB4	PG0095-C	NIC	ERR027107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027107/ERR027107_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027107/ERR027107_2.fastq.gz
7G8xGB4	PG0096-C	NF10	ERR027108	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027108/ERR027108_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027108/ERR027108_2.fastq.gz
7G8xGB4	PG0097-C	WF12	ERR027109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027109/ERR027109_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027109/ERR027109_2.fastq.gz
7G8xGB4	PG0098-C	DAN	ERR027110	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027110/ERR027110_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR027/ERR027110/ERR027110_2.fastq.gz
7G8xGB4	PG0099-C	JB12	ERR029146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029146/ERR029146_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029146/ERR029146_2.fastq.gz
7G8xGB4	PG0100-C	JE11	ERR029404	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029404/ERR029404_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029404/ERR029404_2.fastq.gz
7G8xGB4	PG0101-C	KC5	ERR029147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029147/ERR029147_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029147/ERR029147_2.fastq.gz
7G8xGB4	PG0102-C	XF12	ERR029143	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029143/ERR029143_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR029/ERR029143/ERR029143_2.fastq.gz
7G8xGB4	PG0102-CW	XF12_18_05_11	ERR045635	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045635/ERR045635_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045635/ERR045635_2.fastq.gz
